fymon,number,percent
2021-10,8995,100.0000
2021-11,10297,100.0000
2021-12,11237,100.0000
2022-01,11552,100.0000
2022-02,14043,100.0000
2022-03,22420,100.0000
2022-04,29417,100.0000
2022-05,26061,100.0000
2022-06,29223,100.0000
2022-07,29145,100.0000
2022-08,33637,100.0000
2022-09,30214,100.0000
